ID,ZIP,Latitude,Longitude,City,State,County,Zip,Country,Congressional District
0,4401,44.848517,-68.850405,Bangor,ME,Penobscot County,4401,US,ME2
1,68050,41.314461,-96.823281,Prague,NE,Saunders County,68050,US,NE2
2,58579,47.1586,-100.78347,Wilton,ND,McLean County,58579,US,ND0
3,99402,46.33933,-117.04821,Asotin,WA,Asotin County,99402,US,WA5
4,32352,30.65741,-84.69103,Mount Pleasant,FL,Gadsden County,32352,US,FL2
5,85650,31.489157,-110.215304,Sierra Vista,AZ,Cochise County,85650,US,AZ6
6,98562,47.2362,-124.21296,Moclips,WA,Grays Harbor County,98562,US,WA6
7,70647,30.23687,-93.01376,Iowa,LA,Calcasieu Parish,70647,US,LA3
8,72855,35.274106,-93.615999,Paris,AR,Logan County,72855,US,AR4
9,43146,39.80284,-83.15186,Orient,OH,Pickaway County,43146,US,OH2
10,66536,39.256719,-96.128154,Saint Marys,KS,Pottawatomie County,66536,US,KS1
11,94579,37.688518,-122.147425,San Leandro,CA,Alameda County,94579,US,CA12
12,67010,37.674347,-96.970128,Augusta,KS,Butler County,67010,US,KS4
13,35046,32.931141,-86.534157,Clanton,AL,Chilton County,35046,US,AL3
14,33014,25.904128,-80.302463,Hialeah,FL,Miami-Dade County,33014,US,FL26
15,76550,31.183225,-98.236306,Lampasas,TX,Lampasas County,76550,US,TX11
16,35010,32.916507,-85.940602,Alexander City,AL,Tallapoosa County,35010,US,AL3
17,29303,34.980316,-81.916778,Spartanburg,SC,Spartanburg County,29303,US,SC4
18,54455,44.809226,-89.701277,Mosinee,WI,Marathon County,54455,US,WI7
19,13436,43.81312,-74.65739,Raquette Lake,NY,Hamilton County,13436,US,NY21
20,29571,34.164144,-79.363948,Marion,SC,Marion County,29571,US,SC7
21,78954,30.041719,-96.711265,Round Top,TX,Fayette County,78954,US,TX10
22,60175,41.943171,-88.386905,Saint Charles,IL,Kane County,60175,US,IL11
23,32949,27.92891,-80.52644,Grant,FL,Brevard County,32949,US,FL8
24,28590,35.47461,-77.327423,Winterville,NC,Pitt County,28590,US,NC1
25,97907,44.432748,-117.389163,Huntington,OR,Baker County,97907,US,OR2
26,75110,32.084915,-96.528172,Corsicana,TX,Navarro County,75110,US,TX6
27,72802,35.306683,-93.071219,Russellville,AR,Pope County,72802,US,AR4
28,83644,43.70683,-116.62014,Middleton,ID,Canyon County,83644,US,ID1
29,54843,45.955223,-91.278308,Hayward,WI,Sawyer County,54843,US,WI7
30,71047,32.33321,-93.83629,Keithville,LA,Caddo Parish,71047,US,LA4
31,70601,30.233355,-93.214903,Lake Charles,LA,Calcasieu Parish,70601,US,LA3
32,61275,41.60642,-90.33541,Port Byron,IL,Rock Island County,61275,US,IL17
33,57221,44.590094,-97.466776,Bryant,SD,Hamlin County,57221,US,SD0
34,4441,45.4666,-69.58907,Greenville,ME,Piscataquis County,4441,US,ME2
35,88353,34.600841,-105.205826,Vaughn,NM,Guadalupe County,88353,US,NM1
36,42232,36.8781,-87.66223,Gracey,KY,Christian County,42232,US,KY1
37,80836,39.304913,-102.67301,Stratton,CO,Kit Carson County,80836,US,CO4
38,29645,34.595311,-82.114703,Gray Court,SC,Laurens County,29645,US,SC3
39,30736,34.888709,-85.118699,Ringgold,GA,Catoosa County,30736,US,GA14
40,56536,47.077246,-96.503987,Felton,MN,Clay County,56536,US,MN7
41,55428,45.06295,-93.381362,Minneapolis,MN,Hennepin County,55428,US,MN5
42,47909,40.322769,-86.888066,Lafayette,IN,Tippecanoe County,47909,US,IN4
43,55362,45.292082,-93.838711,Monticello,MN,Wright County,55362,US,MN6
44,61568,40.456128,-89.542656,Tremont,IL,Tazewell County,61568,US,IL16
45,97501,42.265974,-122.900832,Medford,OR,Jackson County,97501,US,OR2
46,32714,28.662559,-81.411756,Altamonte Springs,FL,Seminole County,32714,US,FL7
47,56340,45.73108,-94.47,Holdingford,MN,Stearns County,56340,US,MN7
48,46121,39.68782,-86.67028,Coatesville,IN,Hendricks County,46121,US,IN4
49,60558,41.80975,-87.90062,Western Springs,IL,Cook County,60558,US,IL6
50,55316,45.176914,-93.397481,Champlin,MN,Hennepin County,55316,US,MN3
51,34474,29.156461,-82.209486,Ocala,FL,Marion County,34474,US,FL3
52,78954,30.041719,-96.711265,Round Top,TX,Fayette County,78954,US,TX10
53,74019,36.23482,-95.69109,Verdigris,OK,Rogers County,74019,US,OK2
54,4401,44.848517,-68.850405,Bangor,ME,Penobscot County,4401,US,ME2
55,88317,32.889717,-105.674395,Cloudcroft,NM,Otero County,88317,US,NM2
56,56340,45.73108,-94.47,Holdingford,MN,Stearns County,56340,US,MN7
57,30473,32.028823,-82.516246,Uvalda,GA,Montgomery County,30473,US,GA12
58,94579,37.688518,-122.147425,San Leandro,CA,Alameda County,94579,US,CA12
59,70435,30.566088,-90.109823,Covington,LA,St. Tammany Parish,70435,US,LA1
60,37209,36.1854,-86.94857,Nashville,TN,Davidson County,37209,US,TN7
61,85042,33.37421,-112.039966,Phoenix,AZ,Maricopa County,85042,US,AZ3
62,76133,32.652918,-97.379538,Fort Worth,TX,Tarrant County,76133,US,TX12
63,77028,29.825715,-95.286149,Houston,TX,Harris County,77028,US,TX18
64,94585,38.195385,-121.994935,Suisun City,CA,Solano County,94585,US,CA8
65,31626,30.79186,-83.78989,Boston,GA,Thomas County,31626,US,GA2
66,48746,43.297434,-83.47392,Millington,MI,Tuscola County,48746,US,MI9
67,47043,38.809388,-85.061136,Vevay,IN,Switzerland County,47043,US,IN9
68,75931,31.15269,-93.99352,Brookeland,TX,Sabine County,75931,US,TX36
69,42754,37.460336,-86.324894,Leitchfield,KY,Grayson County,42754,US,KY2
70,69023,40.46916,-101.74851,Champion,NE,Chase County,69023,US,NE3
71,6320,41.35565,-72.09952,New London,CT,Southeastern Connecticut Planning Region,6320,US,CT2
72,46528,41.624763,-85.839139,Goshen,IN,Elkhart County,46528,US,IN2
73,75065,33.131089,-97.008563,Lake Dallas,TX,Denton County,75065,US,TX26
74,35121,33.94815,-86.47276,Oneonta,AL,Blount County,35121,US,AL6
75,62298,38.327408,-90.155869,Waterloo,IL,Monroe County,62298,US,IL12
76,54311,44.479888,-87.892181,Green Bay,WI,Brown County,54311,US,WI8
77,32024,30.105451,-82.68778,Lake City,FL,Columbia County,32024,US,FL3
78,31206,32.800857,-83.693698,Macon,GA,Bibb County,31206,US,GA2
79,28714,35.835649,-82.268193,Burnsville,NC,Yancey County,28714,US,NC11
80,97317,44.9279,-122.98371,Salem,OR,Marion County,97317,US,OR5
81,6483,41.39676,-73.07594,Seymour,CT,Naugatuck Valley Planning Region,6483,US,CT3
82,1366,42.459632,-72.182962,Petersham,MA,Worcester County,1366,US,MA2
83,31757,30.853592,-83.888269,Thomasville,GA,Thomas County,31757,US,GA2
84,71325,31.047041,-92.383486,Cheneyville,LA,Rapides Parish,71325,US,LA5
85,65080,38.635304,-91.99659,Tebbetts,MO,Callaway County,65080,US,MO3
86,47933,40.042425,-86.893538,Crawfordsville,IN,Montgomery County,47933,US,IN4
87,54601,43.806197,-91.140529,La Crosse,WI,La Crosse County,54601,US,WI3
88,43608,41.681648,-83.531983,Toledo,OH,Lucas County,43608,US,OH9
89,48532,43.011127,-83.803045,Flint,MI,Genesee County,48532,US,MI8
90,76446,32.123145,-98.289028,Dublin,TX,Erath County,76446,US,TX25
91,28560,35.125849,-76.977181,New Bern,NC,Craven County,28560,US,NC3
92,44124,41.501001,-81.469427,Cleveland,OH,Cuyahoga County,44124,US,OH11
93,93722,36.799361,-119.874794,Fresno,CA,Fresno County,93722,US,CA21
94,32565,30.95296,-87.15136,Jay,FL,Santa Rosa County,32565,US,FL1
95,76823,31.7171,-99.13255,Bangs,TX,Brown County,76823,US,TX11
96,29565,34.384337,-79.478122,Latta,SC,Dillon County,29565,US,SC7
97,36866,32.536635,-85.697354,Notasulga,AL,Macon County,36866,US,AL3
98,38456,35.339549,-87.307286,Ethridge,TN,Lawrence County,38456,US,TN4
99,65486,38.108574,-92.31017,Iberia,MO,Miller County,65486,US,MO3
100,51106,42.471097,-96.338435,Sioux City,IA,Woodbury County,51106,US,IA4
101,46121,39.68782,-86.67028,Coatesville,IN,Hendricks County,46121,US,IN4
102,78336,27.926913,-97.177776,Aransas Pass,TX,San Patricio County,78336,US,TX27
103,95370,37.96091,-120.343863,Sonora,CA,Tuolumne County,95370,US,CA5
104,77845,30.579234,-96.293826,College Station,TX,Brazos County,77845,US,TX10
105,54758,44.57218,-91.22738,Osseo,WI,Trempealeau County,54758,US,WI3
106,44903,40.80142,-82.538356,Mansfield,OH,Richland County,44903,US,OH4
107,7760,40.370684,-74.008432,Rumson,NJ,Monmouth County,7760,US,NJ6
108,90623,33.8464,-118.04673,La Palma,CA,Orange County,90623,US,CA45
109,81611,39.169324,-106.776744,Aspen,CO,Pitkin County,81611,US,CO3
110,95667,38.730224,-120.797149,Placerville,CA,El Dorado County,95667,US,CA5
111,32181,29.50025,-81.59147,Pomona Park,FL,Putnam County,32181,US,FL6
112,99301,46.42066,-118.899447,Pasco,WA,Franklin County,99301,US,WA5
113,35121,33.94815,-86.47276,Oneonta,AL,Blount County,35121,US,AL6
114,67156,37.232126,-96.996334,Winfield,KS,Cowley County,67156,US,KS4
115,38645,34.236389,-90.47941,Lyon,MS,Coahoma County,38645,US,MS2
116,30215,33.394307,-84.473778,Fayetteville,GA,Fayette County,30215,US,GA3
117,67013,37.359755,-97.287694,Belle Plaine,KS,Sumner County,67013,US,KS4
118,34240,27.364656,-82.318479,Sarasota,FL,Sarasota County,34240,US,FL17
119,38606,34.343102,-89.956497,Batesville,MS,Panola County,38606,US,MS2
120,50536,43.118345,-94.690755,Emmetsburg,IA,Palo Alto County,50536,US,IA4
121,94513,37.922228,-121.668359,Brentwood,CA,Contra Costa County,94513,US,CA10
122,83858,47.845814,-116.839411,Rathdrum,ID,Kootenai County,83858,US,ID1
123,97321,44.65345,-123.139526,Albany,OR,Benton County,97321,US,OR5
124,74653,36.67837,-97.31004,Tonkawa,OK,Kay County,74653,US,OK3
125,30721,34.788493,-84.91381,Dalton,GA,Whitfield County,30721,US,GA14
126,98663,45.650488,-122.663608,Vancouver,WA,Clark County,98663,US,WA3
127,6331,41.696753,-71.998277,Canterbury,CT,Northeastern Connecticut Planning Region,6331,US,CT2
128,89701,39.154485,-119.73074,Carson City,NV,Carson City,89701,US,NV2
129,19977,39.29983,-75.60465,Smyrna,DE,Kent County,19977,US,DE0
130,30153,33.993766,-85.091511,Rockmart,GA,Polk County,30153,US,GA14
131,22644,38.963523,-78.548229,Maurertown,VA,Shenandoah County,22644,US,VA6
132,44512,41.025158,-80.668667,Youngstown,OH,Mahoning County,44512,US,OH6
133,59526,48.655123,-108.818157,Harlem,MT,Blaine County,59526,US,MT2
134,89113,36.061133,-115.2635,Las Vegas,NV,Clark County,89113,US,NV3
135,50014,42.046297,-93.694449,Ames,IA,Story County,50014,US,IA4
136,37075,36.347551,-86.612045,Hendersonville,TN,Sumner County,37075,US,TN6
137,65781,37.30505,-93.42853,Willard,MO,Greene County,65781,US,MO7
138,93901,36.64152,-121.622188,Salinas,CA,Monterey County,93901,US,CA18
139,31714,31.723074,-83.644063,Ashburn,GA,Turner County,31714,US,GA8
140,94588,37.688244,-121.898741,Pleasanton,CA,Alameda County,94588,US,CA14
141,40219,38.138118,-85.69526,Louisville,KY,Jefferson County,40219,US,KY3
142,35475,33.39924,-87.559894,Northport,AL,Tuscaloosa County,35475,US,AL4
143,50014,42.046297,-93.694449,Ames,IA,Story County,50014,US,IA4
144,76063,32.56319,-97.14168,Mansfield,TX,Tarrant County,76063,US,TX6
145,77498,29.66763,-95.629314,Sugar Land,TX,Fort Bend County,77498,US,TX7
146,71834,33.0918,-93.90824,Doddridge,AR,Miller County,71834,US,AR4
147,83338,42.736869,-114.374568,Jerome,ID,Jerome County,83338,US,ID2
148,16038,41.13673,-80.00922,Harrisville,PA,Butler County,16038,US,PA16
149,85650,31.489157,-110.215304,Sierra Vista,AZ,Cochise County,85650,US,AZ6
150,54113,44.26582,-88.31427,Combined Locks,WI,Outagamie County,54113,US,WI8
151,97501,42.265974,-122.900832,Medford,OR,Jackson County,97501,US,OR2
152,27603,35.689086,-78.675118,Raleigh,NC,Wake County,27603,US,NC13
153,35121,33.94815,-86.47276,Oneonta,AL,Blount County,35121,US,AL6
154,29621,34.506502,-82.605626,Anderson,SC,Anderson County,29621,US,SC3
155,32908,27.95504,-80.692096,Palm Bay,FL,Brevard County,32908,US,FL8
156,54455,44.809226,-89.701277,Mosinee,WI,Marathon County,54455,US,WI7
157,82321,41.025579,-107.569976,Baggs,WY,Carbon County,82321,US,WY0
158,58847,47.92697,-102.94158,Keene,ND,McKenzie County,58847,US,ND0
159,4858,44.05147,-69.12782,South Thomaston,ME,Knox County,4858,US,ME1
160,76052,32.941139,-97.353767,Haslet,TX,Tarrant County,76052,US,TX12
161,11717,40.780882,-73.250336,Brentwood,NY,Suffolk County,11717,US,NY2
162,30673,33.73149,-82.710833,Washington,GA,Wilkes County,30673,US,GA12
163,11967,40.79668,-72.87373,Shirley,NY,Suffolk County,11967,US,NY2
164,42718,37.337416,-85.357952,Campbellsville,KY,Taylor County,42718,US,KY1
165,46124,39.35422,-85.96666,Edinburgh,IN,Johnson County,46124,US,IN6
166,7013,40.872898,-74.170138,Clifton,NJ,Passaic County,7013,US,NJ9
167,59222,48.80391,-105.17276,Flaxville,MT,Daniels County,59222,US,MT2
168,65757,37.26838,-93.11713,Strafford,MO,Greene County,65757,US,MO7
169,63966,36.974454,-90.277511,Wappapello,MO,Wayne County,63966,US,MO8
170,92571,33.82931,-117.205481,Perris,CA,Riverside County,92571,US,CA39
171,1535,42.275382,-72.089338,North Brookfield,MA,Worcester County,1535,US,MA1
172,68041,41.22778,-96.4878,Mead,NE,Saunders County,68041,US,NE2
173,4284,44.359835,-70.074555,Wayne,ME,Kennebec County,4284,US,ME2
174,39574,30.599773,-89.112683,Saucier,MS,Harrison County,39574,US,MS4
175,70068,30.156056,-90.436745,Laplace,LA,St. John The Baptist Parish,70068,US,LA6
176,70341,30.03307,-91.077279,Belle Rose,LA,Assumption Parish,70341,US,LA2
177,29571,34.164144,-79.363948,Marion,SC,Marion County,29571,US,SC7
178,80435,39.595212,-105.974117,Dillon,CO,Summit County,80435,US,CO2
179,65583,37.767552,-92.210471,Waynesville,MO,Pulaski County,65583,US,MO4
180,5861,44.46239,-72.135804,Passumpsic,VT,Caledonia County,5861,US,VT0
181,76950,30.579386,-100.671422,Sonora,TX,Sutton County,76950,US,TX23
182,64501,39.765442,-94.844432,Saint Joseph,MO,Buchanan County,64501,US,MO6
183,67013,37.359755,-97.287694,Belle Plaine,KS,Sumner County,67013,US,KS4
184,89509,39.495957,-119.827452,Reno,NV,Washoe County,89509,US,NV2
185,97355,44.526381,-122.827457,Lebanon,OR,Linn County,97355,US,OR5
186,54021,44.74886,-92.80215,Prescott,WI,Pierce County,54021,US,WI3
187,67010,37.674347,-96.970128,Augusta,KS,Butler County,67010,US,KS4
188,89101,36.17372,-115.10647,Las Vegas,NV,Clark County,89101,US,NV1
189,76240,33.654698,-97.158295,Gainesville,TX,Cooke County,76240,US,TX26
190,27822,35.787273,-77.856015,Elm City,NC,Wilson County,27822,US,NC1
191,73054,35.632093,-97.212206,Luther,OK,Oklahoma County,73054,US,OK5
192,16635,40.42341,-78.4339,Duncansville,PA,Blair County,16635,US,PA13
193,72501,35.768738,-91.652338,Batesville,AR,Independence County,72501,US,AR1
194,48616,43.18475,-84.11497,Chesaning,MI,Saginaw County,48616,US,MI8
195,39744,33.549384,-89.290417,Eupora,MS,Webster County,39744,US,MS1
196,35121,33.94815,-86.47276,Oneonta,AL,Blount County,35121,US,AL6
197,62664,40.226923,-89.731758,Mason City,IL,Mason County,62664,US,IL15
198,4474,44.73118,-68.82643,Orrington,ME,Penobscot County,4474,US,ME2
199,7730,40.423057,-74.176036,Hazlet,NJ,Monmouth County,7730,US,NJ6
200,27603,35.689086,-78.675118,Raleigh,NC,Wake County,27603,US,NC13
201,49953,46.73807,-89.334696,Ontonagon,MI,Ontonagon County,49953,US,MI1
202,54871,45.73939,-91.92545,Shell Lake,WI,Washburn County,54871,US,WI7
203,73034,35.703414,-97.434052,Edmond,OK,Oklahoma County,73034,US,OK5
204,47909,40.322769,-86.888066,Lafayette,IN,Tippecanoe County,47909,US,IN4
205,19971,38.71678,-75.07601,Rehoboth Beach,DE,Sussex County,19971,US,DE0
206,68110,41.302503,-95.892521,Omaha,NE,Douglas County,68110,US,NE2
207,74848,35.087498,-96.387256,Holdenville,OK,Hughes County,74848,US,OK2
208,55705,47.52993,-92.23712,Aurora,MN,St. Louis County,55705,US,MN8
209,48324,42.596093,-83.381886,West Bloomfield,MI,Oakland County,48324,US,MI11
210,39740,33.682892,-88.324481,Caledonia,MS,Lowndes County,39740,US,MS1
211,76051,32.932843,-97.080802,Grapevine,TX,Tarrant County,76051,US,TX24
212,39339,33.101687,-89.068098,Louisville,MS,Winston County,39339,US,MS3
213,63132,38.674601,-90.374716,Saint Louis,MO,St. Louis County,63132,US,MO1
214,55792,47.646075,-92.499975,Virginia,MN,St. Louis County,55792,US,MN8
215,35010,32.916507,-85.940602,Alexander City,AL,Tallapoosa County,35010,US,AL3
216,68315,40.25222,-97.55726,Belvidere,NE,Thayer County,68315,US,NE3
217,65555,37.366338,-91.748856,Raymondville,MO,Texas County,65555,US,MO8
218,30265,33.415987,-84.705681,Newnan,GA,Coweta County,30265,US,GA3
219,38645,34.236389,-90.47941,Lyon,MS,Coahoma County,38645,US,MS2
220,3810,43.502514,-71.277387,Alton Bay,NH,Belknap County,3810,US,NH1
221,98837,47.180684,-119.298979,Moses Lake,WA,Grant County,98837,US,WA4
222,60148,41.869829,-88.003864,Lombard,IL,Dupage County,60148,US,IL6
223,36866,32.536635,-85.697354,Notasulga,AL,Macon County,36866,US,AL3
224,62902,37.662587,-89.117546,Carbondale,IL,Williamson County,62902,US,IL12
225,77085,29.620736,-95.48615,Houston,TX,Harris County,77085,US,TX9
226,2895,41.984598,-71.51939,Woonsocket,RI,Providence County,2895,US,RI1
227,53546,42.663574,-88.947859,Janesville,WI,Rock County,53546,US,WI1
228,93630,36.72356,-120.05988,Kerman,CA,Fresno County,93630,US,CA13
229,28213,35.283599,-80.763757,Charlotte,NC,Mecklenburg County,28213,US,NC12
230,13318,42.921786,-75.255163,Cassville,NY,Oneida County,13318,US,NY22
231,73049,35.578623,-97.276428,Jones,OK,Oklahoma County,73049,US,OK5
232,57311,43.66844,-97.75632,Alexandria,SD,Hanson County,57311,US,SD0
233,28467,33.90369,-78.57388,Calabash,NC,Brunswick County,28467,US,NC7
234,1983,42.661793,-70.954487,Topsfield,MA,Essex County,1983,US,MA6
235,6320,41.35565,-72.09952,New London,CT,Southeastern Connecticut Planning Region,6320,US,CT2
236,28334,35.272208,-78.568104,Dunn,NC,Sampson County,28334,US,NC3
237,45786,39.538788,-81.639888,Waterford,OH,Washington County,45786,US,OH6
238,20871,39.23872,-77.27943,Clarksburg,MD,Montgomery County,20871,US,MD6
239,35148,33.757716,-87.0461,Sumiton,AL,Walker County,35148,US,AL4
240,53533,43.007063,-90.192522,Dodgeville,WI,Iowa County,53533,US,WI2
241,67013,37.359755,-97.287694,Belle Plaine,KS,Sumner County,67013,US,KS4
242,88210,32.771797,-104.219669,Artesia,NM,Eddy County,88210,US,NM2
243,65542,37.390505,-91.867049,Licking,MO,Texas County,65542,US,MO8
244,32187,29.59344,-81.589937,San Mateo,FL,Putnam County,32187,US,FL6
245,22560,37.916613,-76.947547,Tappahannock,VA,Essex County,22560,US,VA1
246,28371,34.896504,-78.99298,Parkton,NC,Robeson County,28371,US,NC7
247,38257,36.50089,-88.87534,South Fulton,TN,Obion County,38257,US,TN8
248,4250,44.033026,-70.101247,Lisbon,ME,Androscoggin County,4250,US,ME2
249,12075,42.32537,-73.6179,Ghent,NY,Columbia County,12075,US,NY19
250,47041,39.231396,-85.140001,Sunman,IN,Ripley County,47041,US,IN9
251,74106,36.190442,-95.979824,Tulsa,OK,Tulsa County,74106,US,OK1
252,12578,41.81246,-73.786647,Salt Point,NY,Dutchess County,12578,US,NY18
253,19971,38.71678,-75.07601,Rehoboth Beach,DE,Sussex County,19971,US,DE0
254,59037,45.876735,-108.211535,Huntley,MT,Yellowstone County,59037,US,MT2
255,33760,27.90045,-82.715166,Clearwater,FL,Pinellas County,33760,US,FL13
256,27524,35.4282,-78.339839,Four Oaks,NC,Johnston County,27524,US,NC13
257,6331,41.696753,-71.998277,Canterbury,CT,Northeastern Connecticut Planning Region,6331,US,CT2
258,56329,45.691931,-93.914797,Foley,MN,Benton County,56329,US,MN6
259,4284,44.359835,-70.074555,Wayne,ME,Kennebec County,4284,US,ME2
260,88061,32.853738,-108.330764,Silver City,NM,Grant County,88061,US,NM2
261,29926,32.207724,-80.747577,Hilton Head Island,SC,Beaufort County,29926,US,SC1
262,33598,27.73383,-82.297468,Wimauma,FL,Hillsborough County,33598,US,FL16
263,54661,44.076755,-91.460168,Trempealeau,WI,Trempealeau County,54661,US,WI3
264,62298,38.327408,-90.155869,Waterloo,IL,Monroe County,62298,US,IL12
265,15857,41.452935,-78.529829,Saint Marys,PA,Elk County,15857,US,PA15
266,42141,36.942763,-85.941203,Glasgow,KY,Barren County,42141,US,KY2
267,93272,36.05835,-119.313,Tipton,CA,Tulare County,93272,US,CA22
268,77375,30.094886,-95.585826,Tomball,TX,Harris County,77375,US,TX38
269,37306,35.089483,-86.175941,Belvidere,TN,Franklin County,37306,US,TN4
270,35475,33.39924,-87.559894,Northport,AL,Tuscaloosa County,35475,US,AL4
271,12095,43.00674,-74.36764,Johnstown,NY,Fulton County,12095,US,NY21
272,4345,44.23007,-69.77532,Gardiner,ME,Kennebec County,4345,US,ME1
273,14551,43.210384,-77.053517,Sodus,NY,Wayne County,14551,US,NY24
274,46254,39.849717,-86.271638,Indianapolis,IN,Marion County,46254,US,IN7
275,35581,34.390917,-87.859392,Phil Campbell,AL,Franklin County,35581,US,AL4
276,19033,39.890962,-75.327282,Folsom,PA,Delaware County,19033,US,PA5
277,28360,34.669719,-79.108363,Lumberton,NC,Robeson County,28360,US,NC7
278,58271,48.85897,-97.288585,Pembina,ND,Pembina County,58271,US,ND0
279,28334,35.272208,-78.568104,Dunn,NC,Sampson County,28334,US,NC3
280,57221,44.590094,-97.466776,Bryant,SD,Hamlin County,57221,US,SD0
281,71047,32.33321,-93.83629,Keithville,LA,Caddo Parish,71047,US,LA4
282,45431,39.764189,-84.076154,Dayton,OH,Greene County,45431,US,OH10
283,91316,34.160236,-118.515472,Encino,CA,Los Angeles County,91316,US,CA32
284,58072,46.972286,-98.007534,Valley City,ND,Barnes County,58072,US,ND0
285,78385,27.222302,-97.793153,Sarita,TX,Kenedy County,78385,US,TX34
286,65626,36.578961,-92.051654,Caulfield,MO,Howell County,65626,US,MO8
287,7821,40.98593,-74.74211,Andover,NJ,Sussex County,7821,US,NJ7
288,74403,35.670516,-95.306945,Muskogee,OK,Muskogee County,74403,US,OK2
289,98607,45.656489,-122.399341,Camas,WA,Clark County,98607,US,WA3
290,47501,38.689503,-87.121505,Washington,IN,Daviess County,47501,US,IN8
291,49953,46.73807,-89.334696,Ontonagon,MI,Ontonagon County,49953,US,MI1
292,37040,36.522633,-87.334932,Clarksville,TN,Montgomery County,37040,US,TN7
293,11704,40.709098,-73.356164,West Babylon,NY,Suffolk County,11704,US,NY2
294,34240,27.364656,-82.318479,Sarasota,FL,Sarasota County,34240,US,FL17
295,21093,39.433206,-76.654593,Lutherville-Timonium,MD,Baltimore County,21093,US,MD2
296,33160,25.933997,-80.135801,North Miami Beach,FL,Miami-Dade County,33160,US,FL24
297,46989,40.4756,-85.49442,Upland,IN,Grant County,46989,US,IN5
298,99103,47.71098,-118.94085,Almira,WA,Lincoln County,99103,US,WA5
299,64804,37.022425,-94.50942,Joplin,MO,Newton County,64804,US,MO7
300,57644,45.453221,-102.280948,Meadow,SD,Perkins County,57644,US,SD0
301,28173,34.925105,-80.72775,Waxhaw,NC,Union County,28173,US,NC8
302,27966,36.15738,-75.8588,Powells Point,NC,Currituck County,27966,US,NC3
303,76632,31.303213,-97.039384,Chilton,TX,Falls County,76632,US,TX17
304,46240,39.906354,-86.124892,Indianapolis,IN,Marion County,46240,US,IN7
305,48133,41.790287,-83.504033,Erie,MI,Monroe County,48133,US,MI5
306,48911,42.680335,-84.543494,Lansing,MI,Ingham County,48911,US,MI7
307,1089,42.125793,-72.645334,West Springfield,MA,Hampden County,1089,US,MA1
308,48846,42.973427,-85.090548,Ionia,MI,Ionia County,48846,US,MI2
309,2886,41.70247,-71.47902,Warwick,RI,Kent County,2886,US,RI2
310,77539,29.458472,-95.034525,Dickinson,TX,Galveston County,77539,US,TX14
311,95742,38.579621,-121.20253,Rancho Cordova,CA,Sacramento County,95742,US,CA6
312,33772,27.846601,-82.795385,Seminole,FL,Pinellas County,33772,US,FL13
313,70346,30.10103,-90.99288,Donaldsonville,LA,Ascension Parish,70346,US,LA2
314,80033,39.776986,-105.108182,Wheat Ridge,CO,Jefferson County,80033,US,CO7
315,72501,35.768738,-91.652338,Batesville,AR,Independence County,72501,US,AR1
316,71457,31.70988,-93.109141,Natchitoches,LA,Natchitoches Parish,71457,US,LA4
317,84653,40.011274,-111.599759,Salem,UT,Utah County,84653,US,UT4
318,19734,39.430666,-75.646408,Townsend,DE,New Castle County,19734,US,DE0
319,39470,30.756774,-89.58072,Poplarville,MS,Pearl River County,39470,US,MS4
320,80108,39.445502,-104.852987,Castle Rock,CO,Douglas County,80108,US,CO4
321,2375,42.04732,-71.08144,South Easton,MA,Bristol County,2375,US,MA8
322,93215,35.779507,-119.200825,Delano,CA,Kern County,93215,US,CA22
323,94588,37.688244,-121.898741,Pleasanton,CA,Alameda County,94588,US,CA14
324,34446,28.7508,-82.513889,Homosassa,FL,Citrus County,34446,US,FL12
325,58072,46.972286,-98.007534,Valley City,ND,Barnes County,58072,US,ND0
326,79015,35.004998,-101.91008,Canyon,TX,Randall County,79015,US,TX13
327,77445,30.09744,-96.07829,Hempstead,TX,Waller County,77445,US,TX10
328,25976,37.865186,-80.874366,Meadow Bridge,WV,Fayette County,25976,US,WV1
329,54113,44.26582,-88.31427,Combined Locks,WI,Outagamie County,54113,US,WI8
330,65552,37.484252,-92.157003,Plato,MO,Texas County,65552,US,MO8
331,16641,40.507567,-78.576208,Gallitzin,PA,Cambria County,16641,US,PA13
332,78064,28.975023,-98.495551,Pleasanton,TX,Atascosa County,78064,US,TX28
333,93205,35.569608,-118.487681,Bodfish,CA,Kern County,93205,US,CA20
334,18966,40.186758,-75.007099,Southampton,PA,Bucks County,18966,US,PA1
335,98346,47.834483,-122.547078,Kingston,WA,Kitsap County,98346,US,WA6
336,72761,36.21791,-94.383778,Siloam Springs,AR,Benton County,72761,US,AR3
337,57451,45.44442,-99.02928,Ipswich,SD,Edmunds County,57451,US,SD0
338,36426,31.129427,-87.096126,Brewton,AL,Escambia County,36426,US,AL1
339,70529,30.187978,-92.168953,Duson,LA,Lafayette Parish,70529,US,LA3
340,67010,37.674347,-96.970128,Augusta,KS,Butler County,67010,US,KS4
341,31009,32.303915,-83.009422,Cadwell,GA,Laurens County,31009,US,GA12
342,71047,32.33321,-93.83629,Keithville,LA,Caddo Parish,71047,US,LA4
343,70520,30.31714,-92.04901,Carencro,LA,Lafayette Parish,70520,US,LA3
344,27316,35.714279,-79.646945,Ramseur,NC,Randolph County,27316,US,NC9
345,27360,35.854539,-80.124764,Thomasville,NC,Davidson County,27360,US,NC8
346,54455,44.809226,-89.701277,Mosinee,WI,Marathon County,54455,US,WI7
